Kind,Name,CountLineComment,CountLineCode,RatioCommentToCode,PercentLackOfCohesion,CountDeclMethodAll,CountDeclMethod,MaxInheritanceTree,CountLine,CountClassDerived
File,SessionMapOptions.java,16,50,0.32,,,3,,78,
File,SessionMapServer.java,16,78,0.21,,,3,,114,
File,SessionMapTest.java,26,96,0.27,,,8,,143,
File,SessionNotCreatedException.java,19,9,2.11,,,2,,31,
File,SessionStorage.java,22,10,2.2,,,6,,41,
File,SessionStorageTest.java,16,66,0.24,,,5,,100,
File,SessionTerminationReason.java,16,12,1.33,,,2,,30,
File,SessionTimesOutTest.java,36,197,0.18,,,14,,275,
File,SetAlertText.java,17,27,0.63,,,4,,52,
File,SetCursorPosition.java,16,26,0.62,,,2,,53,
File,SetLocalStorageItem.java,16,26,0.62,,,4,,50,
File,SetLocationContext.java,16,46,0.35,,,4,,75,
File,SetNetworkConnection.java,16,28,0.57,,,4,,52,
File,SetNextConfirmationState.java,18,25,0.72,,,2,,47,
File,SetScriptTimeout.java,16,29,0.55,,,4,,55,
File,SetSessionStorageItem.java,16,26,0.62,,,4,,50,
File,SetTimeout.java,20,19,1.05,,,2,,45,
File,SetWindowPosition.java,16,36,0.44,,,4,,62,
File,SetWindowSize.java,16,36,0.44,,,4,,62,
File,ShiftKeyDown.java,16,14,1.14,,,2,,36,
File,ShiftKeyUp.java,16,14,1.14,,,2,,36,
File,ShortTermMemoryHandler.java,29,64,0.45,,,6,,108,
File,ShortTermMemoryHandlerUnitTest.java,19,155,0.12,,,12,,204,
File,SimplePropertyDescriptor.java,16,99,0.16,,,7,,143,
File,SimpleSpan.java,18,92,0.2,,,16,,139,
File,SimpleSpanBuilder.java,16,79,0.2,,,13,,116,
File,SimpleTracer.java,22,52,0.42,,,5,,88,
File,SingleKeyAction.java,20,26,0.77,,,2,,52,
File,SingleTapAction.java,19,15,1.27,,,2,,40,
File,SingleTapOnElement.java,16,35,0.46,,,4,,63,
File,Sleeper.java,25,6,4.17,,,1,,36,
File,SleepingHandler.java,17,30,0.57,,,2,,58,
File,SleepingServlet.java,17,32,0.53,,,2,,60,
File,Slot.java,17,79,0.22,,,10,,115,
File,SlotsLines.java,16,21,0.76,,,3,,44,
File,SlowLoadableComponent.java,36,47,0.77,,,5,,100,
File,SlowLoadableComponentTest.java,23,112,0.21,,,21,,173,
File,SlowLoadingPageTest.java,16,36,0.44,,,4,,60,
File,SlowServlet.java,19,30,0.63,,,3,,58,
File,SmallTests.java,16,47,0.34,,,0,,66,
File,SmallTests.java,16,44,0.36,,,0,,62,
File,SmallTests.java,16,14,1.14,,,0,,32,
File,SmallTests.java,16,13,1.23,,,0,,32,
File,SmokeTest.java,16,35,0.46,,,3,,60,
File,SmokeTest.java,30,90,0.33,,,6,,139,
File,SnapshotScreenListener.java,18,37,0.49,,,3,,68,
File,SourceType.java,19,13,1.46,,,4,,37,
File,Span.java,23,12,1.92,,,6,,44,
File,SpecificRoute.java,16,61,0.26,,,6,,94,
File,StabilityTest.java,24,12,2,,,1,,41,
File,StaleElementReferenceException.java,20,15,1.33,,,3,,41,
File,StaleElementReferenceTest.java,17,45,0.38,,,4,,72,
File,Standalone.java,16,128,0.13,,,3,,168,
File,StandaloneCliOptions.java,19,19,1,,,2,,46,
File,StandaloneConfiguration.java,82,207,0.4,,,16,,334,
File,StandaloneConfigurationTest.java,24,145,0.17,,,10,,200,
File,StandaloneJsonConfiguration.java,16,21,0.76,,,3,,48,
File,StandaloneTest.java,18,16,1.13,,,1,,38,
File,StandardSeleniumTests.java,16,75,0.21,,,1,,96,
File,StartTest.java,19,69,0.28,,,4,,104,
File,StaticContent.java,16,71,0.23,,,2,,101,
File,StaticInitializerCoercer.java,17,44,0.39,,,3,,72,
File,StaticResourceHandler.java,16,57,0.28,,,4,,91,
File,StaticResources.java,23,41,0.56,,,2,,73,
File,Status.java,20,44,0.45,,,2,,81,
File,Status.java,19,30,0.63,,,1,,57,
File,StatusHandler.java,16,28,0.57,,,2,,55,
File,StatusHandler.java,16,28,0.57,,,2,,55,
File,StatusServletTests.java,35,269,0.13,,,16,,376,
File,StatusTest.java,16,19,0.84,,,1,,42,
File,StdOutHandler.java,24,14,1.71,,,2,,46,
File,StopNodeSession.java,16,19,0.84,,,2,,41,
File,Stoppable.java,16,4,4,,,1,,22,
File,StoringLocalLogs.java,26,42,0.62,,,5,,78,
File,StringCoercer.java,16,26,0.62,,,2,,51,
File,StringToClassConverter.java,16,16,1,,,1,,38,
File,StripAnyPlatform.java,16,21,0.76,,,1,,44,
File,StubDriver.java,17,78,0.22,,,17,,117,
File,StubHandler.java,16,8,2,,,1,,28,
File,StubNetworkInterfaceProvider.java,48,255,0.19,,,35,,336,
File,Submit.java,16,18,0.89,,,2,,41,
File,SubmitElement.java,16,16,1,,,3,,39,
File,SvgDocumentTest.java,16,38,0.42,,,2,,65,
File,SvgElementTest.java,17,56,0.3,,,3,,91,
File,SwitchToFrame.java,16,35,0.46,,,4,,61,
File,SwitchToParentFrame.java,16,18,0.89,,,3,,41,
File,SwitchToTopAfterTest.java,16,9,1.78,,,0,,29,
File,SwitchToWindow.java,16,27,0.59,,,4,,53,
File,SynthesizedFirefoxDriverTests.java,16,17,0.94,,,1,,36,
File,SyntheticNewSessionPayloadTest.java,38,102,0.37,,,8,,173,
File,TableCellFinder.java,19,22,0.86,,,5,,49,
File,TableFinder.java,20,22,0.91,,,5,,50,
File,TakesScreenshot.java,52,4,13,,,1,,58,
File,TakesScreenshotTest.java,152,357,0.43,,,23,,523,
File,TeeReader.java,16,33,0.48,,,4,,58,
File,TeeReaderTest.java,16,24,0.67,,,1,,52,
File,TemporaryFilesystem.java,46,94,0.49,,,9,,164,
File,TemporaryFilesystemTest.java,22,94,0.23,,,9,,144,
File,TerseFormatter.java,45,55,0.82,,,3,,110,
File,TestAddLocationStrategy.java,16,25,0.64,,,1,,45,
File,TestAddSelection.java,18,27,0.67,,,2,,56,
File,TestAlerts.java,16,64,0.25,,,1,,86,
File,TestAttachFile.java,17,45,0.38,,,4,,73,
File,TestBasicAuth.java,17,27,0.63,,,2,,51,
File,TestBrowserVersion.java,16,9,1.78,,,1,,29,
File,TestCheckUncheck.java,16,25,0.64,,,1,,45,
File,TestChromeDriver.java,24,87,0.28,,,8,,126,
File,TestClick.java,16,46,0.35,,,1,,66,
File,TestClickAt.java,20,92,0.22,,,2,,120,
File,TestClickBlankTarget.java,16,37,0.43,,,1,,57,
File,TestClickJavascriptHref.java,16,22,0.73,,,1,,42,
File,TestClickJavascriptHrefChrome.java,24,30,0.8,,,1,,59,
File,TestClickJavascriptHrefWithVoidChrome.java,16,19,0.84,,,1,,39,
File,TestCommandError.java,16,29,0.55,,,1,,49,
File,TestComments.java,16,14,1.14,,,1,,34,
File,TestConfirmations.java,16,56,0.29,,,1,,77,
File,TestContext.java,19,15,1.27,,,7,,45,
File,TestContextTest.java,26,106,0.25,,,11,,165,
File,TestCookie.java,16,50,0.32,,,1,,71,
File,TestCssLocators.java,53,64,0.83,,,2,,182,
File,TestCursorPosition.java,16,44,0.36,,,2,,66,
File,TestDojoDragAndDrop.java,16,11,1.45,,,1,,31,
File,TestDomainCookie.java,16,33,0.48,,,1,,55,
File,TestDragAndDrop.java,16,13,1.23,,,1,,33,
File,TestEditable.java,16,39,0.41,,,1,,59,
File,TestElementIndex.java,16,15,1.07,,,1,,35,
File,TestElementOrder.java,16,14,1.14,,,1,,34,
File,TestElementPresent.java,16,30,0.53,,,1,,52,
File,TestEnvironment.java,16,6,2.67,,,2,,27,
File,TestErrorChecking.java,17,39,0.44,,,1,,60,
File,TestEval.java,16,10,1.6,,,1,,30,
File,TestEvilClosingWindow.java,16,21,0.76,,,1,,41,
File,TestFailingAssert.java,16,24,0.67,,,1,,44,
File,TestFailingVerifications.java,16,91,0.18,,,1,,111,
File,TestFileLocator.java,19,66,0.29,,,5,,102,
File,TestFocusOnBlur.java,16,13,1.23,,,1,,33,
File,TestFramesClick.java,23,35,0.66,,,1,,62,
File,TestFramesClickJavascriptHref.java,16,14,1.14,,,1,,34,
File,TestFramesNested.java,16,37,0.43,,,1,,57,
File,TestFramesOpen.java,16,19,0.84,,,1,,39,
File,TestFramesSpecialTargets.java,16,26,0.62,,,1,,46,
File,TestFunkEventHandling.java,16,12,1.33,,,1,,32,
File,TestGet.java,28,14,2,,,1,,46,
File,TestGetTextContent.java,17,20,0.85,,,1,,42,
File,TestGettingValueOfCheckbox.java,16,15,1.07,,,1,,39,
File,TestGettingValueOfRadioButton.java,18,16,1.13,,,1,,38,
File,TestGoBack.java,29,16,1.81,,,1,,49,
File,TestHighlight.java,16,10,1.6,,,1,,30,
File,TestHtmlSource.java,16,11,1.45,,,1,,31,
File,TestHttpServlet.java,19,4,4.75,,,0,,27,
File,TestIgnorance.java,19,56,0.34,,,4,,93,
File,TestImplicitLocators.java,18,17,1.06,,,1,,37,
File,TestInternetExplorerSupplier.java,16,21,0.76,,,2,,45,
File,TestJavaScriptAttributes.java,17,11,1.55,,,1,,31,
File,TestJavascriptParameters.java,18,27,0.67,,,1,,50,
File,TestLargeHtml.java,16,14,1.14,,,1,,33,
File,TestLocators.java,27,41,0.66,,,1,,72,
File,TestModalDialog.java,26,12,2.17,,,1,,45,
File,TestMultiSelect.java,16,40,0.4,,,1,,60,
File,TestNativeKeys.java,16,13,1.23,,,1,,33,
File,TestOpen.java,16,31,0.52,,,3,,54,
File,TestOpenInTargetFrame.java,18,17,1.06,,,1,,39,
File,TestOperaBlinkDriver.java,24,45,0.53,,,4,,81,
File,TestPatternMatching.java,16,34,0.47,,,1,,55,
File,TestPause.java,19,17,1.12,,,1,,40,
File,TestPrompt.java,16,30,0.53,,,1,,51,
File,TestProxy.java,27,8,3.38,,,1,,39,
File,TestQuickOpen.java,21,11,1.91,,,1,,36,
File,TestRefresh.java,16,32,0.5,,,1,,52,
File,TestRollup.java,17,73,0.23,,,2,,95,
File,TestSelect.java,16,54,0.3,,,1,,74,
File,TestSelectMultiLevelFrame.java,17,12,1.42,,,1,,33,
File,TestSelectPopUp.java,16,39,0.41,,,1,,59,
File,TestSelectWindow.java,16,42,0.38,,,1,,63,
File,TestSelectWindowTitle.java,16,42,0.38,,,1,,63,
File,TestSession.java,106,423,0.25,,,30,,608,
File,TestSessionListener.java,51,6,8.5,,,2,,62,
File,TestSessionStatusServlet.java,17,88,0.19,,,6,,122,
File,TestSessionTest.java,18,57,0.32,,,2,,86,
File,TestSetSpeed.java,18,19,0.95,,,1,,41,
File,TestSlot.java,114,149,0.77,,,17,,289,
File,TestState.java,42,41,1.02,,,4,,98,
File,TestStore.java,18,37,0.49,,,1,,59,
File,TestSubmit.java,16,15,1.07,,,1,,35,
File,TestTable.java,17,14,1.21,,,1,,36,
File,TestTextWhitespace.java,17,29,0.59,,,1,,51,
File,TestThreadCounter.java,21,53,0.4,,,5,,85,
File,TestType.java,16,41,0.39,,,2,,65,
File,TestTypeRichText.java,19,22,0.86,,,2,,44,
File,TestUIElementLocators.java,21,106,0.2,,,2,,127,
File,TestUseXpathLibrary.java,18,23,0.78,,,1,,43,
File,TestUtilities.java,47,135,0.35,,,15,,206,
File,TestVerifications.java,16,38,0.42,,,1,,58,
File,TestVisibility.java,16,64,0.25,,,1,,84,
File,TestWait.java,21,28,0.75,,,1,,53,
File,TestWaitFor.java,16,73,0.22,,,2,,99,
File,TestWaitForNot.java,16,34,0.47,,,1,,57,
File,TestWaitInPopupWindow.java,16,23,0.7,,,1,,43,
File,TestXPathLocatorInXHtml.java,17,10,1.7,,,1,,30,
File,TestXPathLocators.java,104,46,2.26,,,1,,135,
File,Text.java,30,20,1.5,,,3,,55,
File,TextHandlingTest.java,21,325,0.06,,,38,,428,
File,TextMatcher.java,19,25,0.76,,,4,,52,
File,TextPagesTest.java,16,39,0.41,,,3,,64,
File,ThreadGuard.java,31,61,0.51,,,5,,105,
File,ThreadGuardTest.java,16,38,0.42,,,3,,61,
File,TickingClock.java,16,27,0.59,,,5,,52,
File,TimeoutException.java,19,14,1.36,,,4,,39,
File,TimeoutListener.java,29,5,5.8,,,1,,38,
File,Timer.java,16,29,0.55,,,4,,59,
File,TimerTest.java,17,52,0.33,,,5,,81,
File,Topic.java,16,24,0.67,,,3,,49,
File,TouchAction.java,19,11,1.73,,,1,,36,
File,TouchActions.java,92,61,1.51,,,12,,174,
File,TouchDoubleTapTest.java,21,24,0.88,,,2,,55,
File,TouchFlickTest.java,43,114,0.38,,,9,,187,
File,TouchLongPressTest.java,19,30,0.63,,,2,,57,
File,TouchScreen.java,83,14,5.93,,,10,,109,
File,TouchScrollTest.java,31,63,0.49,,,5,,114,
File,TouchSingleTapTest.java,19,34,0.56,,,4,,62,
File,TouchTestBase.java,16,11,1.45,,,1,,31,
File,TouchTests.java,16,13,1.23,,,0,,31,
File,TracePropagationTest.java,22,69,0.32,,,2,,113,
File,TrackedSession.java,16,47,0.34,,,7,,77,
File,Type.java,16,27,0.59,,,5,,53,
File,Type.java,16,56,0.29,,,2,,87,
File,TypeCoercer.java,16,12,1.33,,,2,,33,
File,TypeKeys.java,16,26,0.62,,,2,,51,
File,TypeKeysTest.java,16,44,0.36,,,5,,75,
File,Types.java,17,16,1.06,,,2,,40,
File,TypingTest.java,45,460,0.1,,,44,,664,
File,UnableToCreateProfileException.java,16,10,1.6,,,2,,30,
File,UnableToInstaniateInstanceException.java,16,9,1.78,,,2,,29,
File,UnableToSetCookieException.java,21,14,1.5,,,4,,40,
File,UnboundEventBus.java,20,111,0.18,,,4,,159,
File,Uncheck.java,16,21,0.76,,,2,,45,
File,UnexpectedAlertBehaviorTest.java,16,80,0.2,,,7,,110,
File,UnexpectedAlertBehaviour.java,16,27,0.59,,,5,,50,
File,UnexpectedTagNameException.java,16,8,2,,,1,,27,
File,UnhandledAlertException.java,20,23,0.87,,,4,,51,
File,UnreachableBrowserException.java,29,10,2.9,,,2,,43,
File,UnsupportedCommandException.java,19,15,1.27,,,4,,41,
File,Up.java,16,40,0.4,,,4,,68,
File,UpAction.java,19,18,1.06,,,2,,44,
File,UploadFile.java,17,41,0.41,,,2,,69,
File,UploadFile.java,17,30,0.57,,,3,,58,
File,UploadFileTest.java,16,84,0.19,,,5,,118,
File,UploadFileTest.java,17,91,0.19,,,5,,126,
File,UploadHandler.java,19,73,0.26,,,1,,110,
File,UploadServlet.java,22,37,0.59,,,1,,69,
File,UploadTest.java,25,115,0.22,,,8,,164,
File,UriCoercer.java,16,32,0.5,,,2,,57,
File,UrlChecker.java,21,124,0.17,,,6,,162,
File,UrlCheckerTest.java,18,63,0.29,,,4,,94,
File,UrlCoercer.java,16,32,0.5,,,2,,57,
File,UrlInfo.java,16,27,0.59,,,6,,52,
File,UrlTemplate.java,26,73,0.36,,,7,,122,
File,UrlTemplateTest.java,16,39,0.41,,,5,,69,
File,Urls.java,24,26,0.92,,,3,,57,
File,UseXPathLibrary.java,16,13,1.23,,,1,,35,
File,UselessFileDetector.java,19,8,2.38,,,1,,30,
File,UserDefinedCapabilityMatcherTests.java,17,38,0.45,,,2,,66,
File,UsingPageFactoryTest.java,16,59,0.27,,,3,,96,
File,Utf8Servlet.java,16,22,0.73,,,1,,45,
File,Utils.java,21,60,0.35,,,5,,92,
File,UtilsTest.java,22,104,0.21,,,5,,150,
File,UuidCoercer.java,16,27,0.59,,,2,,52,
File,ValueMatcher.java,19,24,0.79,,,4,,51,
File,Values.java,19,37,0.51,,,1,,68,
File,VariableDeclaration.java,19,20,0.95,,,2,,46,
File,VariableDeclarationTest.java,17,34,0.5,,,4,,64,
File,VisibilityTest.java,22,217,0.1,,,20,,293,
File,W3CActions.java,16,31,0.52,,,3,,59,
File,W3CCommandHandler.java,17,31,0.55,,,2,,59,
File,W3CHandshakeResponse.java,18,72,0.25,,,2,,110,
File,W3CHandshakeResponseTest.java,16,78,0.21,,,4,,114,
File,W3CHttpCommandCodec.java,30,332,0.09,,,7,,425,
File,W3CHttpResponseCodec.java,43,124,0.35,,,4,,193,
File,W3CHttpResponseCodecTest.java,18,80,0.23,,,5,,122,
File,W3CPlatformNameNormaliser.java,16,18,0.89,,,1,,40,
File,W3CRemoteDriverTest.java,29,250,0.12,,,22,,339,
File,Wait.java,60,46,1.3,,,10,,122,
File,Wait.java,36,5,7.2,,,1,,45,
File,WaitForCondition.java,18,35,0.51,,,3,,63,
File,WaitForPageToLoad.java,27,92,0.29,,,7,,142,
File,WaitForPopup.java,17,31,0.55,,,3,,57,
File,WaitTest.java,16,57,0.28,,,7,,84,
File,WaitTests.java,16,11,1.45,,,0,,31,
File,WaitingConditions.java,17,143,0.12,,,27,,197,
File,WebDriver.java,392,76,5.16,,,51,,530,
File,WebDriverBackedSelenium.java,16,28,0.57,,,4,,53,
File,WebDriverBackedSeleniumLargeTest.java,21,58,0.36,,,5,,96,
File,WebDriverBackedSeleniumServlet.java,29,205,0.14,,,8,,275,
File,WebDriverBackedSeleniumServletTest.java,19,66,0.29,,,4,,103,
File,WebDriverBuilder.java,16,125,0.13,,,11,,163,
File,WebDriverCommandProcessor.java,29,288,0.1,,,24,,361,
File,WebDriverCommandProcessorTest.java,18,28,0.64,,,2,,51,
File,WebDriverEventListener.java,200,36,5.56,,,27,,266,
File,WebDriverException.java,31,138,0.22,,,12,,192,
File,WebDriverExceptionTest.java,19,31,0.61,,,3,,62,
File,WebDriverHandler.java,16,46,0.35,,,9,,77,
File,WebDriverInfo.java,60,11,5.45,,,6,,80,
File,WebDriverPriorityDemo.java,34,157,0.22,,,8,,230,
File,WebDriverRequest.java,16,51,0.31,,,4,,77,
File,WebDriverRequestFactory.java,16,13,1.23,,,1,,33,
File,WebDriverSeleniumTestSuite.java,36,139,0.26,,,0,,176,
File,WebDriverServlet.java,27,204,0.13,,,12,,267,
File,WebDriverServletTest.java,30,159,0.19,,,12,,229,
File,WebDriverTestContext.java,19,120,0.16,,,16,,166,
File,WebDriverTestContextTest.java,27,129,0.21,,,14,,189,
File,WebDriverUrls.java,18,18,1,,,2,,45,
File,WebDriverWait.java,45,58,0.78,,,4,,111,
File,WebDriverWaitTest.java,16,91,0.18,,,6,,127,
File,WebElement.java,194,22,8.82,,,16,,234,
File,WebElementHandler.java,17,28,0.61,,,5,,55,
File,WebElementTest.java,19,18,1.06,,,2,,44,
File,WebElementToJsonConverter.java,25,50,0.5,,,1,,86,
File,WebElementToJsonConverterTest.java,16,181,0.09,,,18,,242,
File,WebStorage.java,16,5,3.2,,,2,,25,
File,WindowFocus.java,16,15,1.07,,,2,,38,
File,WindowMaximize.java,16,17,0.94,,,2,,40,
File,WindowSwitchingTest.java,25,271,0.09,,,17,,385,
File,WindowTest.java,47,155,0.3,,,16,,239,
File,WindowType.java,19,24,0.79,,,5,,50,
File,Windows.java,37,120,0.31,,,6,,176,
File,WrappedPrintWriter.java,16,54,0.3,,,5,,84,
File,WrappedWebElement.java,20,80,0.25,,,19,,123,
File,WrapsDriver.java,23,4,5.75,,,1,,29,
File,WrapsElement.java,19,4,4.75,,,1,,25,
File,XPathFinder.java,19,21,0.9,,,3,,46,
File,XPathFinderTest.java,17,16,1.06,,,1,,41,
File,XpiDriverInfo.java,19,54,0.35,,,6,,87,
File,XpiDriverService.java,44,351,0.13,,,22,,455,
File,ZeroMqEventBus.java,20,13,1.54,,,2,,39,
File,Zip.java,17,97,0.18,,,7,,131,
File,ZipTest.java,16,97,0.16,,,8,,133,
Package,com.thoughtworks,0,0,0,,,0,,0,
Package,com.thoughtworks.selenium,2664,3430,0.78,,,615,,6919,
Public Class,com.thoughtworks.selenium.BaseSuite,1,33,0.03,0,12,0,1,39,2
Anonymous Class,com.thoughtworks.selenium.BaseSuite.(Anon_1),0,16,0,0,14,2,2,16,0
Protected Method,com.thoughtworks.selenium.BaseSuite.(Anon_1).after,0,8,0,,,,,8,
Protected Method,com.thoughtworks.selenium.BaseSuite.(Anon_1).before,0,5,0,,,,,5,
Anonymous Class,com.thoughtworks.selenium.BaseSuite.(Anon_2),1,9,0.11,0,13,1,2,10,0
Protected Method,com.thoughtworks.selenium.BaseSuite.(Anon_2).after,1,7,0.14,,,,,8,
Public Class,com.thoughtworks.selenium.BrowserConfigurationOptions,90,115,0.78,87,35,23,1,230,0
Public Constructor,com.thoughtworks.selenium.BrowserConfigurationOptions.BrowserConfigurationOptions,3,2,1.5,,,,,5,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.canUse,0,3,0,,,,,3,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.get,0,3,0,,,,,3,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.getBrowserExecutablePath,0,3,0,,,,,3,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.getBrowserMode,0,3,0,,,,,3,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.getCommandLineFlags,0,3,0,,,,,3,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.getProfile,0,3,0,,,,,3,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.getTimeoutInSeconds,0,5,0,,,,,5,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.hasOptions,5,3,1.67,,,,,8,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.isMultiWindow,5,3,1.67,,,,,8,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.isSet,0,7,0,,,,,7,
Protected Method,com.thoughtworks.selenium.BrowserConfigurationOptions.isSingleWindow,5,3,1.67,,,,,8,
Private Method,com.thoughtworks.selenium.BrowserConfigurationOptions.put,0,5,0,,,,,5,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.serialize,5,13,0.38,,,,,18,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.set,8,6,1.33,,,,,14,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setBrowserExecutablePath,6,4,1.5,,,,,10,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setBrowserMode,14,4,3.5,,,,,18,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setCommandLineFlags,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setMultiWindow,6,7,0.86,,,,,12,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setProfile,7,4,1.75,,,,,11,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setSingleWindow,6,7,0.86,,,,,12,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.setTimeoutInSeconds,6,4,1.5,,,,,10,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptions.toString,3,3,1,,,,,6,
Public Class,com.thoughtworks.selenium.BrowserConfigurationOptionsTest,0,96,0,0,27,15,1,112,0
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testBrowserModeWithNonNullMode,0,6,0,,,,,6,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testBrowserModeWithNullMode,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testCanUseWithEmptyArg,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testCanUseWithNullArg,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testCanUseWithValidArg,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testGetTimeoutWhenNoneSet,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetBrowserExcecutablePathWithValidPath,0,7,0,,,,,7,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetBrowserExecutablePathWithNullPath,0,5,0,,,,,5,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetMultiWindow,0,5,0,,,,,5,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetMultiWindowWhenSingleWindowWasAlreadySet,0,7,0,,,,,7,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetProfileWithNonNullDoesSet,0,6,0,,,,,6,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetProfileWithNullDoesNotSet,0,4,0,,,,,4,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetSingleWindow,0,5,0,,,,,5,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetSingleWindowWhenMultiWindowWasAlreadySet,0,7,0,,,,,7,
Public Method,com.thoughtworks.selenium.BrowserConfigurationOptionsTest.testSetTimeoutInSeconds,0,7,0,,,,,7,
Public Class,com.thoughtworks.selenium.CSVTest,14,75,0.19,80,22,10,1,89,0
Public Method,com.thoughtworks.selenium.CSVTest.compareStringArrays,0,6,0,,,,,6,
Public Method,com.thoughtworks.selenium.CSVTest.parseCSV,0,12,0,,,,,12,
Public Method,com.thoughtworks.selenium.CSVTest.setUp,0,11,0,,,,,11,
Public Method,com.thoughtworks.selenium.CSVTest.test4BackSlashesBeforeComma,3,5,0.6,,,,,6,
Public Method,com.thoughtworks.selenium.CSVTest.testBackSlash,2,5,0.4,,,,,5,
Public Method,com.thoughtworks.selenium.CSVTest.testDoubleBackSlashBeforeComma,2,5,0.4,,,,,5,
Public Method,com.thoughtworks.selenium.CSVTest.testRandomDoubleBackSlash,2,5,0.4,,,,,5,
Public Method,com.thoughtworks.selenium.CSVTest.testRandomSingleBackSlash,2,5,0.4,,,,,5,
Public Method,com.thoughtworks.selenium.CSVTest.testSimple,0,5,0,,,,,5,
Public Method,com.thoughtworks.selenium.CSVTest.testTripleBackSlashBeforeComma,3,5,0.6,,,,,6,
Public Class,com.thoughtworks.selenium.CacheBlockTest,0,13,0,0,58,1,3,15,0
Public Method,com.thoughtworks.selenium.CacheBlockTest.testCacheBlock,0,10,0,,,,,11,
Public Interface,com.thoughtworks.selenium.CommandProcessor,27,15,1.8,0,13,13,0,55,4
Abstract Method,com.thoughtworks.selenium.CommandProcessor.doCommand,9,1,9,,,,,10,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getBoolean,0,1,0,,,,,1,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getBooleanArray,0,1,0,,,,,1,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getNumber,0,1,0,,,,,1,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getNumberArray,0,1,0,,,,,1,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getRemoteControlServerLocation,5,1,5,,,,,6,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getString,0,1,0,,,,,1,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.getStringArray,0,1,0,,,,,1,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.setExtensionJs,5,1,5,,,,,6,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.start,1,1,1,,,,,2,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.start,3,1,3,,,,,4,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.start,3,1,3,,,,,4,
Abstract Method,com.thoughtworks.selenium.CommandProcessor.stop,1,1,1,,,,,2,
Public Class,com.thoughtworks.selenium.DefaultRemoteCommand,16,41,0.39,66,16,4,1,63,0
Public Constructor,com.thoughtworks.selenium.DefaultRemoteCommand.DefaultRemoteCommand,4,7,0.57,,,,,11,
Public Method,com.thoughtworks.selenium.DefaultRemoteCommand.getCommandURLString,0,12,0,,,,,12,
Public Static Method,com.thoughtworks.selenium.DefaultRemoteCommand.parse,4,9,0.44,,,,,13,
Public Method,com.thoughtworks.selenium.DefaultRemoteCommand.toString,0,3,0,,,,,3,
Public Class,com.thoughtworks.selenium.DefaultSelenium,60,702,0.09,2,170,158,1,931,1
