Kind,Name,CountLineComment,CountLineCode,RatioCommentToCode,PercentLackOfCohesion,CountDeclMethodAll,CountDeclMethod,MaxInheritanceTree,CountLine,CountClassDerived
Private Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.getBuilder,0,3,0,,,,,3,
Private Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.isElementAvailable,0,8,0,,,,,8,
Private Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.performDragAndDropWithMouse,0,22,0,,,,,31,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testCanMoveOverAndOutOfAnElement,2,15,0.13,,,,,23,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testCannotMoveToANullLocator,0,5,0,,,,,5,
Lambda Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testCannotMoveToANullLocator.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testContextClick,0,7,0,,,,,10,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testDoubleClick,0,7,0,,,,,10,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testDoubleClickThenGet,1,7,0.14,,,,,11,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testDragAndDrop,0,23,0,,,,,33,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testDraggingElementWithMouseFiresEvents,1,6,0.17,,,,,7,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testDraggingElementWithMouseMovesItToAnotherList,0,5,0,,,,,5,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testHoverPersists,3,12,0.25,,,,,21,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMousePositionIsNotPreservedInActionsChain,2,7,0.29,,,,,11,
Lambda Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMousePositionIsNotPreservedInActionsChain.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMoveAndClick,0,8,0,,,,,13,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMoveMouseByOffsetOverAndOutOfAnElement,0,18,0,,,,,24,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMoveRelativeToBody,0,10,0,,,,,13,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMovingIntoAnImageEnclosedInALink,6,7,0.86,,,,,17,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMovingMouseBackAndForthPastViewPort,3,17,0.18,,,,,25,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMovingMouseByRelativeOffset,0,9,0,,,,,14,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMovingMouseToRelativeElementOffset,0,7,0,,,,,10,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testMovingMouseToRelativeZeroElementOffset,0,7,0,,,,,10,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testShouldAllowUsersToHoverOverElements,0,10,0,,,,,14,
Public Method,org.openqa.selenium.interactions.BasicMouseInterfaceTest.testShouldClickElementInIFrame,0,9,0,,,,,9,
Public Class,org.openqa.selenium.interactions.ButtonReleaseAction,11,16,0.69,0,21,3,3,32,0
Public Constructor,org.openqa.selenium.interactions.ButtonReleaseAction.ButtonReleaseAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.ButtonReleaseAction.asInteractions,0,5,0,,,,,7,
Public Method,org.openqa.selenium.interactions.ButtonReleaseAction.perform,6,4,1.5,,,,,10,
Public Class,org.openqa.selenium.interactions.ClickAction,4,17,0.24,0,21,3,3,25,0
Public Constructor,org.openqa.selenium.interactions.ClickAction.ClickAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.ClickAction.asInteractions,0,6,0,,,,,8,
Public Method,org.openqa.selenium.interactions.ClickAction.perform,0,4,0,,,,,4,
Public Class,org.openqa.selenium.interactions.ClickAndHoldAction,10,15,0.67,0,21,3,3,28,0
Public Constructor,org.openqa.selenium.interactions.ClickAndHoldAction.ClickAndHoldAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.ClickAndHoldAction.asInteractions,0,4,0,,,,,5,
Public Method,org.openqa.selenium.interactions.ClickAndHoldAction.perform,5,4,1.25,,,,,9,
Public Class,org.openqa.selenium.interactions.CombinedInputActionsTest,18,247,0.07,0,35,16,2,346,0
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.canClickOnASuckerFishStyleMenu,3,13,0.23,,,,,23,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.canMoveMouseToAnElementInAnIframeAndClick,0,11,0,,,,,15,
Private Method,org.openqa.selenium.interactions.CombinedInputActionsTest.fuzzyPositionMatching,1,5,0.2,,,,,6,
Private Method,org.openqa.selenium.interactions.CombinedInputActionsTest.navigateToClicksPageAndClickLink,0,9,0,,,,,12,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testCanClickOnLinks,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testCanClickOnLinksWithAnOffset,0,10,0,,,,,13,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testCanClickOnSuckerFishMenuItem,0,10,0,,,,,15,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testChordControlCutAndPaste,3,23,0.13,,,,,36,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testClickAfterMoveToAnElementWithAnOffsetShouldUseLastMousePosition,0,20,0,,,,,25,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testCombiningShiftAndClickResultsInANewWindow,0,15,0,,,,,17,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testControlClickingOnCustomMultiSelectionList,1,19,0.05,,,,,27,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testControlClickingOnMultiSelectionList,0,18,0,,,,,23,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testHoldingDownShiftKeyWhileClicking,0,7,0,,,,,10,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testMouseMovementWorksWhenNavigatingToAnotherPage,5,9,0.56,,,,,16,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testPlainClickingOnMultiSelectionList,0,15,0,,,,,20,
Public Method,org.openqa.selenium.interactions.CombinedInputActionsTest.testShiftClickingOnMultiSelectionList,0,17,0,,,,,22,
Public Class,org.openqa.selenium.interactions.CompositeAction,8,30,0.27,0,16,4,1,45,0
Public Method,org.openqa.selenium.interactions.CompositeAction.addAction,0,5,0,,,,,5,
Public Method,org.openqa.selenium.interactions.CompositeAction.asInteractions,0,11,0,,,,,14,
Method,org.openqa.selenium.interactions.CompositeAction.getNumberOfActions,3,3,1,,,,,6,
Public Method,org.openqa.selenium.interactions.CompositeAction.perform,0,5,0,,,,,5,
Public Class,org.openqa.selenium.interactions.CompositeActionTest,0,18,0,0,13,1,1,21,0
Public Method,org.openqa.selenium.interactions.CompositeActionTest.invokingActions,0,15,0,,,,,17,
Public Class,org.openqa.selenium.interactions.ContextClickAction,9,17,0.53,0,21,3,3,30,0
Public Constructor,org.openqa.selenium.interactions.ContextClickAction.ContextClickAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.ContextClickAction.asInteractions,0,6,0,,,,,8,
Public Method,org.openqa.selenium.interactions.ContextClickAction.perform,4,4,1,,,,,8,
Public Interface,org.openqa.selenium.interactions.Coordinates,21,6,3.5,0,4,4,0,31,1
Abstract Method,org.openqa.selenium.interactions.Coordinates.getAuxiliary,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Coordinates.inViewPort,8,1,8,,,,,9,
Abstract Method,org.openqa.selenium.interactions.Coordinates.onPage,5,1,5,,,,,6,
Abstract Method,org.openqa.selenium.interactions.Coordinates.onScreen,8,1,8,,,,,9,
Public Class,org.openqa.selenium.interactions.DoubleClickAction,8,19,0.42,0,21,3,3,31,0
Public Constructor,org.openqa.selenium.interactions.DoubleClickAction.DoubleClickAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.DoubleClickAction.asInteractions,0,8,0,,,,,10,
Public Method,org.openqa.selenium.interactions.DoubleClickAction.perform,3,4,0.75,,,,,7,
Public Class,org.openqa.selenium.interactions.DragAndDropTest,8,146,0.05,0,31,12,2,193,0
Public Method,org.openqa.selenium.interactions.DragAndDropTest.canDragAnElementNotVisibleInTheCurrentViewportDueToAParentOverflow,0,11,0,,,,,16,
Private Method,org.openqa.selenium.interactions.DragAndDropTest.drag,0,7,0,,,,,7,
Private Static Method,org.openqa.selenium.interactions.DragAndDropTest.sleep,0,7,0,,,,,7,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragAndDropElementWithOffsetInIframeAtBottom,0,9,0,,,,,13,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragAndDropElementWithOffsetInScrolledDiv,0,7,0,,,,,10,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragAndDropOnJQueryItems,3,16,0.19,,,,,27,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragAndDropRelative,0,15,0,,,,,16,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragAndDropToElement,0,7,0,,,,,7,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragAndDropToElementInIframe,0,11,0,,,,,11,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testDragTooFar,2,11,0.18,,,,,16,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testElementInDiv,0,7,0,,,,,7,
Public Method,org.openqa.selenium.interactions.DragAndDropTest.testShouldAllowUsersToDragAndDropToElementsOffTheCurrentViewPort,0,10,0,,,,,12,
Public Interface,org.openqa.selenium.interactions.Encodable,0,3,0,0,1,1,0,3,7
Abstract Method,org.openqa.selenium.interactions.Encodable.encode,0,1,0,,,,,1,
Public Interface,org.openqa.selenium.interactions.HasInputDevices,0,4,0,0,2,2,0,5,4
Abstract Method,org.openqa.selenium.interactions.HasInputDevices.getKeyboard,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.HasInputDevices.getMouse,0,1,0,,,,,1,
Public Interface,org.openqa.selenium.interactions.HasTouchScreen,0,3,0,0,1,1,0,4,3
Abstract Method,org.openqa.selenium.interactions.HasTouchScreen.getTouch,0,1,0,,,,,1,
Public Class,org.openqa.selenium.interactions.IndividualKeyboardActionsTest,4,88,0.05,37,21,9,1,115,0
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.keyDownActionFailsOnNonModifier,0,6,0,,,,,7,
Lambda Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.keyDownActionFailsOnNonModifier.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.keyDownActionOnAnElement,0,10,0,,,,,13,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.keyDownActionWithoutProvidedElement,0,8,0,,,,,10,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.keyUpActionWithoutProvidedElement,0,8,0,,,,,10,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.keyUpOnAnAnElement,0,10,0,,,,,12,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.sendKeysActionOnAnElement,0,9,0,,,,,10,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.sendKeysActionWithoutProvidedElement,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.setUp,0,4,0,,,,,5,
Public Method,org.openqa.selenium.interactions.IndividualKeyboardActionsTest.testAllModifierKeysRegardedAsSuch,0,10,0,,,,,10,
Public Class,org.openqa.selenium.interactions.IndividualMouseActionsTest,4,111,0.04,15,25,13,1,141,0
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseClickAction,0,8,0,,,,,9,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseClickActionOnCurrentLocation,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseClickAndHoldAction,0,8,0,,,,,9,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseClickAndHoldActionOnCurrentLocation,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseContextClickAction,0,8,0,,,,,9,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseContextClickActionOnCurrentLocation,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseDoubleClickAction,0,8,0,,,,,9,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseDoubleClickActionOnCurrentLocation,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseMoveAction,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseMoveActionToCoordinatesInElement,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseReleaseAction,0,8,0,,,,,9,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.mouseReleaseActionOnCurrentLocation,0,7,0,,,,,8,
Public Method,org.openqa.selenium.interactions.IndividualMouseActionsTest.setUp,0,4,0,,,,,4,
Public Interface,org.openqa.selenium.interactions.InputSource,0,3,0,0,1,1,0,3,2
Abstract Method,org.openqa.selenium.interactions.InputSource.getInputType,0,1,0,,,,,1,
Public Abstract Class,org.openqa.selenium.interactions.Interaction,5,15,0.33,0,15,3,1,24,4
Protected Constructor,org.openqa.selenium.interactions.Interaction.Interaction,1,6,0.17,,,,,7,
Public Method,org.openqa.selenium.interactions.Interaction.getSource,0,3,0,,,,,3,
Protected Method,org.openqa.selenium.interactions.Interaction.isValidFor,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.InteractionTests,0,2,0,0,12,0,1,2,0
Public Interface,org.openqa.selenium.interactions.Interactive,0,4,0,0,2,2,0,4,2
Abstract Method,org.openqa.selenium.interactions.Interactive.perform,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Interactive.resetInputState,0,1,0,,,,,1,
Public Class,org.openqa.selenium.interactions.InvalidCoordinatesException,5,5,1,0,61,1,2,11,0
Public Constructor,org.openqa.selenium.interactions.InvalidCoordinatesException.InvalidCoordinatesException,0,3,0,,,,,3,
Public Interface,org.openqa.selenium.interactions.IsInteraction,0,3,0,0,1,1,0,3,4
Abstract Method,org.openqa.selenium.interactions.IsInteraction.asInteractions,0,1,0,,,,,1,
Public Class,org.openqa.selenium.interactions.KeyDownAction,5,19,0.26,0,23,4,4,30,0
Public Constructor,org.openqa.selenium.interactions.KeyDownAction.KeyDownAction,0,3,0,,,,,3,
Public Constructor,org.openqa.selenium.interactions.KeyDownAction.KeyDownAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.KeyDownAction.asInteractions,0,5,0,,,,,6,
Public Method,org.openqa.selenium.interactions.KeyDownAction.perform,0,4,0,,,,,5,
Public Class,org.openqa.selenium.interactions.KeyInput,3,39,0.08,60,17,5,1,57,0
Public Constructor,org.openqa.selenium.interactions.KeyInput.KeyInput,0,3,0,,,,,3,
Private Static Class,org.openqa.selenium.interactions.KeyInput.TypingInteraction,0,16,0,0,17,2,2,22,0
Constructor,org.openqa.selenium.interactions.KeyInput.TypingInteraction.TypingInteraction,0,5,0,,,,,6,
Public Method,org.openqa.selenium.interactions.KeyInput.TypingInteraction.encode,0,6,0,,,,,8,
Public Method,org.openqa.selenium.interactions.KeyInput.createKeyDown,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.KeyInput.createKeyUp,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.KeyInput.encode,0,6,0,,,,,8,
Public Method,org.openqa.selenium.interactions.KeyInput.getInputType,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.KeyUpAction,5,19,0.26,0,23,4,4,31,0
Public Constructor,org.openqa.selenium.interactions.KeyUpAction.KeyUpAction,0,3,0,,,,,3,
Public Constructor,org.openqa.selenium.interactions.KeyUpAction.KeyUpAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.KeyUpAction.asInteractions,0,5,0,,,,,7,
Public Method,org.openqa.selenium.interactions.KeyUpAction.perform,0,4,0,,,,,5,
Public Interface,org.openqa.selenium.interactions.Keyboard,33,5,6.6,0,3,3,0,42,2
Abstract Method,org.openqa.selenium.interactions.Keyboard.pressKey,10,1,10,,,,,11,
Abstract Method,org.openqa.selenium.interactions.Keyboard.releaseKey,10,1,10,,,,,11,
Abstract Method,org.openqa.selenium.interactions.Keyboard.sendKeys,13,1,13,,,,,14,
Public Interface,org.openqa.selenium.interactions.Locatable,0,3,0,0,1,1,0,3,3
Abstract Method,org.openqa.selenium.interactions.Locatable.getCoordinates,0,1,0,,,,,1,
Public Interface,org.openqa.selenium.interactions.Mouse,3,9,0.33,0,7,7,0,19,2
Abstract Method,org.openqa.selenium.interactions.Mouse.click,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Mouse.contextClick,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Mouse.doubleClick,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Mouse.mouseDown,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Mouse.mouseMove,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Mouse.mouseMove,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.interactions.Mouse.mouseUp,0,1,0,,,,,1,
Public Class,org.openqa.selenium.interactions.MoveMouseAction,5,17,0.29,0,21,3,3,25,0
Public Constructor,org.openqa.selenium.interactions.MoveMouseAction.MoveMouseAction,0,6,0,,,,,6,
Public Method,org.openqa.selenium.interactions.MoveMouseAction.asInteractions,0,4,0,,,,,5,
Public Method,org.openqa.selenium.interactions.MoveMouseAction.perform,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.MoveTargetOutOfBoundsException,4,11,0.36,0,63,3,2,17,0
Public Constructor,org.openqa.selenium.interactions.MoveTargetOutOfBoundsException.MoveTargetOutOfBoundsException,0,3,0,,,,,3,
Public Constructor,org.openqa.selenium.interactions.MoveTargetOutOfBoundsException.MoveTargetOutOfBoundsException,0,3,0,,,,,3,
Public Constructor,org.openqa.selenium.interactions.MoveTargetOutOfBoundsException.MoveTargetOutOfBoundsException,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.MoveToOffsetAction,6,24,0.25,0,21,3,3,36,0
Public Constructor,org.openqa.selenium.interactions.MoveToOffsetAction.MoveToOffsetAction,0,5,0,,,,,5,
Public Method,org.openqa.selenium.interactions.MoveToOffsetAction.asInteractions,0,10,0,,,,,13,
Public Method,org.openqa.selenium.interactions.MoveToOffsetAction.perform,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.Pause,8,21,0.38,33,18,3,2,36,0
Public Constructor,org.openqa.selenium.interactions.Pause.Pause,4,7,0.57,,,,,12,
Public Method,org.openqa.selenium.interactions.Pause.encode,0,6,0,,,,,8,
Protected Method,org.openqa.selenium.interactions.Pause.isValidFor,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.PauseAction,5,17,0.29,0,15,3,1,26,0
Public Constructor,org.openqa.selenium.interactions.PauseAction.PauseAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PauseAction.asInteractions,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PauseAction.perform,0,6,0,,,,,6,
Public Class,org.openqa.selenium.interactions.PointerInput,4,145,0.03,66,18,6,1,197,0
Public Enum Type,org.openqa.selenium.interactions.PointerInput.Kind,0,12,0,87,29,4,1,16,0
Constructor,org.openqa.selenium.interactions.PointerInput.Kind.Kind,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.Kind.getWireName,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.Kind.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.interactions.PointerInput.Kind.values,0,0,0,,,,,0,
Public Enum Type,org.openqa.selenium.interactions.PointerInput.MouseButton,0,13,0,87,29,4,1,16,0
Constructor,org.openqa.selenium.interactions.PointerInput.MouseButton.MouseButton,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.MouseButton.asArg,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.MouseButton.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.interactions.PointerInput.MouseButton.values,0,0,0,,,,,0,
Private Static Class,org.openqa.selenium.interactions.PointerInput.Move,0,36,0,33,18,3,2,45,0
Protected Constructor,org.openqa.selenium.interactions.PointerInput.Move.Move,0,16,0,,,,,18,
Public Method,org.openqa.selenium.interactions.PointerInput.Move.encode,0,9,0,,,,,12,
Protected Method,org.openqa.selenium.interactions.PointerInput.Move.isValidFor,0,3,0,,,,,3,
Public Static Class,org.openqa.selenium.interactions.PointerInput.Origin,0,22,0,60,17,5,1,27,0
Private Constructor,org.openqa.selenium.interactions.PointerInput.Origin.Origin,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.Origin.asArg,0,7,0,,,,,7,
Public Static Method,org.openqa.selenium.interactions.PointerInput.Origin.fromElement,0,3,0,,,,,3,
Public Static Method,org.openqa.selenium.interactions.PointerInput.Origin.pointer,0,3,0,,,,,3,
Public Static Method,org.openqa.selenium.interactions.PointerInput.Origin.viewport,0,3,0,,,,,3,
Public Constructor,org.openqa.selenium.interactions.PointerInput.PointerInput,0,4,0,,,,,4,
Private Static Class,org.openqa.selenium.interactions.PointerInput.PointerPress,0,31,0,0,17,2,2,42,0
Enum Type,org.openqa.selenium.interactions.PointerInput.PointerPress.Direction,0,11,0,83,29,4,1,14,0
Constructor,org.openqa.selenium.interactions.PointerInput.PointerPress.Direction.Direction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.PointerPress.Direction.getType,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.PointerPress.Direction.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.interactions.PointerInput.PointerPress.Direction.values,0,0,0,,,,,0,
Public Constructor,org.openqa.selenium.interactions.PointerInput.PointerPress.PointerPress,0,9,0,,,,,11,
Public Method,org.openqa.selenium.interactions.PointerInput.PointerPress.encode,0,6,0,,,,,8,
Public Method,org.openqa.selenium.interactions.PointerInput.createPointerDown,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.createPointerMove,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.createPointerUp,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.PointerInput.encode,0,9,0,,,,,12,
Public Method,org.openqa.selenium.interactions.PointerInput.getInputType,0,3,0,,,,,3,
Public Class,org.openqa.selenium.interactions.PointerInputTest,3,26,0.12,0,13,1,1,35,0
Private Static Class,org.openqa.selenium.interactions.PointerInputTest.ActionJson,0,3,0,0,12,0,1,3,0
Private Static Class,org.openqa.selenium.interactions.PointerInputTest.ActionSequenceJson,0,3,0,0,12,0,1,3,0
Public Method,org.openqa.selenium.interactions.PointerInputTest.encodesWrappedElementInMoveOrigin,0,17,0,,,,,20,
Public Class,org.openqa.selenium.interactions.SendKeysAction,5,33,0.15,25,21,4,3,46,0
Public Constructor,org.openqa.selenium.interactions.SendKeysAction.SendKeysAction,0,11,0,,,,,12,
Public Constructor,org.openqa.selenium.interactions.SendKeysAction.SendKeysAction,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.SendKeysAction.asInteractions,0,10,0,,,,,12,
Lambda Method,org.openqa.selenium.interactions.SendKeysAction.asInteractions.(for_loop_1).(lambda_expr_1),0,4,0,,,,,4,
Public Method,org.openqa.selenium.interactions.SendKeysAction.perform,0,4,0,,,,,5,
Public Class,org.openqa.selenium.interactions.Sequence,7,43,0.16,40,17,5,1,63,0
Public Constructor,org.openqa.selenium.interactions.Sequence.Sequence,0,9,0,,,,,11,
Public Method,org.openqa.selenium.interactions.Sequence.addAction,0,13,0,,,,,16,
Public Method,org.openqa.selenium.interactions.Sequence.encode,0,10,0,,,,,12,
Method,org.openqa.selenium.interactions.Sequence.size,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.Sequence.toJson,0,3,0,,,,,3,
Public Enum Type,org.openqa.selenium.interactions.SourceType,3,12,0.25,87,29,4,1,18,0
Constructor,org.openqa.selenium.interactions.SourceType.SourceType,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.SourceType.getType,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.SourceType.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.interactions.SourceType.values,0,0,0,,,,,0,
Public Interface,org.openqa.selenium.interactions.TouchScreen,62,12,5.17,0,10,10,0,84,2
Abstract Method,org.openqa.selenium.interactions.TouchScreen.doubleTap,5,1,5,,,,,6,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.down,7,1,7,,,,,8,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.flick,6,1,6,,,,,7,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.flick,8,1,8,,,,,9,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.longPress,5,1,5,,,,,6,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.move,6,1,6,,,,,7,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.scroll,7,1,7,,,,,8,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.scroll,6,1,6,,,,,7,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.singleTap,5,1,5,,,,,6,
Abstract Method,org.openqa.selenium.interactions.TouchScreen.up,7,1,7,,,,,8,
Package,org.openqa.selenium.interactions.internal,123,172,0.72,,,18,,348,
Public Abstract Class,org.openqa.selenium.interactions.internal.BaseAction,8,18,0.44,0,14,2,1,30,3
Protected Constructor,org.openqa.selenium.interactions.internal.BaseAction.BaseAction,5,3,1.67,,,,,8,
Protected Method,org.openqa.selenium.interactions.internal.BaseAction.getTargetElement,0,12,0,,,,,14,
Public Abstract Class,org.openqa.selenium.interactions.internal.DisplayAction,3,8,0.38,0,16,2,2,13,1
Protected Constructor,org.openqa.selenium.interactions.internal.DisplayAction.DisplayAction,0,3,0,,,,,3,
Protected Method,org.openqa.selenium.interactions.internal.DisplayAction.getActionLocation,0,3,0,,,,,3,
Public Abstract Class,org.openqa.selenium.interactions.internal.KeysRelatedAction,3,28,0.11,50,17,3,2,38,2
Protected Constructor,org.openqa.selenium.interactions.internal.KeysRelatedAction.KeysRelatedAction,0,5,0,,,,,5,
Protected Method,org.openqa.selenium.interactions.internal.KeysRelatedAction.focusOnElement,0,5,0,,,,,5,
Protected Method,org.openqa.selenium.interactions.internal.KeysRelatedAction.optionallyClickElement,0,14,0,,,,,18,
Public Abstract Class,org.openqa.selenium.interactions.internal.MouseAction,6,40,0.15,50,18,4,2,59,7
Public Enum Type,org.openqa.selenium.interactions.internal.MouseAction.Button,0,12,0,87,29,4,1,15,0
Constructor,org.openqa.selenium.interactions.internal.MouseAction.Button.Button,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.internal.MouseAction.Button.asArg,0,3,0,,,,,3,
Public Method,org.openqa.selenium.interactions.internal.MouseAction.Button.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.interactions.internal.MouseAction.Button.values,0,0,0,,,,,0,
Protected Constructor,org.openqa.selenium.interactions.internal.MouseAction.MouseAction,0,4,0,,,,,4,
