Kind,Name,CountLine,CountLineCode,CountLineComment,CountDeclMethodAll,CountDeclMethod,CountClassDerived,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.height_multipleEdges,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.height_noNodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.height_oneEdge,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.height_oneNode,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.inDegree_isolatedNode,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.inDegree_nodeNotInTree,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.inDegree_oneEdge,6,5,1,,,,0.2,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.incidentEdges_noEdges,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.incidentEdges_oneIncomingEdge,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.incidentEdges_oneOutgoingEdge,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.incidentEdges_outgoingAndIncomingEdges,16,16,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.init,3,3,0,,,,0,,
Public Abstract Method,edu.uci.ics.jung.graph.AbstractCTreeTest.nodes_checkReturnedSetMutability,5,1,4,,,,4,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.nodes_noNodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.nodes_oneNode,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.outDegree_isolatedNode,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.outDegree_nodeNotInTree,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.outDegree_oneEdge,6,5,1,,,,0.2,,
Public Abstract Method,edu.uci.ics.jung.graph.AbstractCTreeTest.predecessors_checkReturnedSetMutability,5,1,4,,,,4,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.predecessors_noPredecessors,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.predecessors_nodeNotInTree,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.predecessors_oneEdge,6,5,1,,,,0.2,,
Protected Method,edu.uci.ics.jung.graph.AbstractCTreeTest.putEdge,8,3,5,,,,1.67,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.removeEdge_existingEdge,14,14,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.removeEdge_nodeNotPresent,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.removeEdge_oneOfMany,7,7,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.removeNode_existingNode,9,9,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.removeNode_nodeNotPresent,6,6,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.removeNode_queryAfterRemoval,12,12,1,,,,0.08,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.root_multipleEdges,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.root_noNodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.root_oneEdge,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.root_oneNode,4,4,0,,,,0,,
Public Abstract Method,edu.uci.ics.jung.graph.AbstractCTreeTest.successors_checkReturnedSetMutability,5,1,4,,,,4,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.successors_noSuccessors,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.successors_nodeNotInTree,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.successors_oneEdge,6,5,1,,,,0.2,,
Static Generic Method,edu.uci.ics.jung.graph.AbstractCTreeTest.validateTree,47,37,1,,,,0.03,,
TypeVariable,edu.uci.ics.jung.graph.AbstractCTreeTest.validateTree.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.graph.AbstractCTreeTest.validateTreeState,3,3,0,,,,0,,
Generic Interface,edu.uci.ics.jung.graph.BaseTree,30,6,21,4,4,2,3.5,0,0
TypeVariable,edu.uci.ics.jung.graph.BaseTree.N,0,0,0,0,0,0,0,0,1
Public Abstract Method,edu.uci.ics.jung.graph.BaseTree.depth,8,1,7,,,,7,,
Public Abstract Method,edu.uci.ics.jung.graph.BaseTree.height,5,1,4,,,,4,,
Public Abstract Method,edu.uci.ics.jung.graph.BaseTree.predecessor,7,1,6,,,,6,,
Public Abstract Method,edu.uci.ics.jung.graph.BaseTree.root,5,1,4,,,,4,,
Public Generic Interface,edu.uci.ics.jung.graph.CTree,10,6,2,6,2,1,0.33,0,2
TypeVariable,edu.uci.ics.jung.graph.CTree.N,0,0,0,0,0,0,0,0,1
Public Abstract Method,edu.uci.ics.jung.graph.CTree.allowsSelfLoops,2,1,1,,,,1,,
Public Abstract Method,edu.uci.ics.jung.graph.CTree.isDirected,2,1,1,,,,1,,
Public Class,edu.uci.ics.jung.graph.CTreeEquivalenceTest,59,39,7,4,4,0,0.18,33,1
Public Method,edu.uci.ics.jung.graph.CTreeEquivalenceTest.equivalent_edgeAddOrdersDiffer,15,10,2,,,,0.2,,
Public Method,edu.uci.ics.jung.graph.CTreeEquivalenceTest.equivalent_explicitlyRootedVsImplicitlyRooted,8,6,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.CTreeEquivalenceTest.equivalent_nodeSetsDiffer,9,7,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.CTreeEquivalenceTest.equivalent_propertiesDiffer,9,7,0,,,,0,,
Public Class,edu.uci.ics.jung.graph.CTreeMutationTest,207,143,41,8,8,0,0.29,84,1
Private Method,edu.uci.ics.jung.graph.CTreeMutationTest.assertSuccessfulRemovalOfLeafEdgesUntil,25,20,4,,,,0.2,,
Private Method,edu.uci.ics.jung.graph.CTreeMutationTest.controlledNumEdgesToRemove,8,8,2,,,,0.25,,
Private Static Generic Method,edu.uci.ics.jung.graph.CTreeMutationTest.getRandomElement,3,3,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.CTreeMutationTest.getRandomElement.T,0,0,0,0,0,0,0,0,1
Private Static Generic Method,edu.uci.ics.jung.graph.CTreeMutationTest.getRandomNode,4,4,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.CTreeMutationTest.getRandomNode.N,0,0,0,0,0,0,0,0,1
Private Static Generic Method,edu.uci.ics.jung.graph.CTreeMutationTest.isLeaf,3,3,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.CTreeMutationTest.isLeaf.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.graph.CTreeMutationTest.mutableCTree,3,3,0,,,,0,,
Private Static Generic Method,edu.uci.ics.jung.graph.CTreeMutationTest.subTree,12,10,2,,,,0.2,,
TypeVariable,edu.uci.ics.jung.graph.CTreeMutationTest.subTree.N,0,0,0,0,0,0,0,0,1
Private Method,edu.uci.ics.jung.graph.CTreeMutationTest.testCTreeMutation,130,85,28,,,,0.33,,
Lambda Method,edu.uci.ics.jung.graph.CTreeMutationTest.testCTreeMutation.(for_loop_1).(lambda_expr_1),1,1,0,,,,0,,
Lambda Method,edu.uci.ics.jung.graph.CTreeMutationTest.testCTreeMutation.(for_loop_1).(lambda_expr_2),1,1,0,,,,0,,
Public Generic Interface,edu.uci.ics.jung.graph.CTreeNetwork,22,9,10,8,4,1,1.11,0,2
TypeVariable,edu.uci.ics.jung.graph.CTreeNetwork.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.graph.CTreeNetwork.N,0,0,0,0,0,0,0,0,1
Public Abstract Method,edu.uci.ics.jung.graph.CTreeNetwork.allowsParallelEdges,2,1,1,,,,1,,
Public Abstract Method,edu.uci.ics.jung.graph.CTreeNetwork.allowsSelfLoops,2,1,1,,,,1,,
Public Abstract Method,edu.uci.ics.jung.graph.CTreeNetwork.inEdge,8,1,7,,,,7,,
Public Abstract Method,edu.uci.ics.jung.graph.CTreeNetwork.isDirected,2,1,1,,,,1,,
Public Class,edu.uci.ics.jung.graph.CTreeTest,63,55,3,74,5,0,0.05,0,2
Public Method,edu.uci.ics.jung.graph.CTreeTest.adjacentNodes_checkReturnedSetMutability,11,11,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.CTreeTest.createTree,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.CTreeTest.nodes_checkReturnedSetMutability,10,10,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.CTreeTest.predecessors_checkReturnedSetMutability,12,9,3,,,,0.33,,
Public Method,edu.uci.ics.jung.graph.CTreeTest.successors_checkReturnedSetMutability,11,11,0,,,,0,,
Generic Class,edu.uci.ics.jung.graph.DelegateCTree,223,194,7,25,25,0,0.04,68,2
Constructor,edu.uci.ics.jung.graph.DelegateCTree.DelegateCTree,5,5,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.DelegateCTree.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.graph.DelegateCTree.addNode,10,10,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.adjacentNodes,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.allowsSelfLoops,3,3,0,,,,0,,
Private Method,edu.uci.ics.jung.graph.DelegateCTree.calculateHeight,15,14,2,,,,0.14,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.degree,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.depth,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.edges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.hasEdgeConnecting,7,7,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.height,10,9,1,,,,0.11,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.inDegree,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.incidentEdges,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.isDirected,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.nodeOrder,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.nodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.outDegree,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.predecessor,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.predecessors,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.putEdge,17,16,2,,,,0.13,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.removeEdge,6,6,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.removeNode,16,15,1,,,,0.07,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.root,3,3,0,,,,0,,
Private Method,edu.uci.ics.jung.graph.DelegateCTree.setDepth,11,11,1,,,,0.09,,
Private Method,edu.uci.ics.jung.graph.DelegateCTree.setRoot,8,8,0,,,,0,,
Lambda Method,edu.uci.ics.jung.graph.DelegateCTree.setRoot.(lambda_expr_1),4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTree.successors,5,5,0,,,,0,,
Generic Class,edu.uci.ics.jung.graph.DelegateCTreeNetwork,289,248,8,36,36,0,0.03,70,2
Constructor,edu.uci.ics.jung.graph.DelegateCTreeNetwork.DelegateCTreeNetwork,5,5,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.DelegateCTreeNetwork.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.graph.DelegateCTreeNetwork.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.addEdge,18,17,2,,,,0.12,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.addNode,10,10,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.adjacentEdges,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.adjacentNodes,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.allowsParallelEdges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.allowsSelfLoops,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.asGraph,3,3,0,,,,0,,
Private Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.calculateHeight,15,14,2,,,,0.14,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.degree,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.depth,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.edgeConnecting,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.edgeConnectingOrNull,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.edgeOrder,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.edges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.edgesConnecting,7,7,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.hasEdgeConnecting,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.height,10,9,1,,,,0.11,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.inDegree,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.inEdge,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.inEdges,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.incidentEdges,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.incidentNodes,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.isDirected,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.nodeOrder,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.nodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.outDegree,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.outEdges,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.predecessor,8,8,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.predecessors,5,5,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.removeEdge,6,5,1,,,,0.2,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.removeNode,16,15,1,,,,0.07,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.root,3,3,0,,,,0,,
Private Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.setDepth,11,11,1,,,,0.09,,
Private Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.setRoot,8,8,0,,,,0,,
Lambda Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.setRoot.(lambda_expr_1),4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.DelegateCTreeNetwork.successors,5,5,0,,,,0,,
Public Class,edu.uci.ics.jung.graph.ElementOrderTest,127,93,3,8,8,0,0.03,0,1
Private Static Class,edu.uci.ics.jung.graph.ElementOrderTest.ComparableSubClass,12,10,0,4,2,0,0,0,2
Constructor,edu.uci.ics.jung.graph.ElementOrderTest.ComparableSubClass.ComparableSubClass,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.ComparableSubClass.compareTo,3,3,0,,,,0,,
Private Static Class,edu.uci.ics.jung.graph.ElementOrderTest.NonComparableSuperClass,12,10,0,2,2,1,0,0,1
Constructor,edu.uci.ics.jung.graph.ElementOrderTest.NonComparableSuperClass.NonComparableSuperClass,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.NonComparableSuperClass.toString,3,3,0,,,,0,,
Private Static Method,edu.uci.ics.jung.graph.ElementOrderTest.addNodes,4,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.customComparable,16,13,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.customComparator,18,14,0,,,,0,,
Lambda Method,edu.uci.ics.jung.graph.ElementOrderTest.customComparator.(lambda_expr_1),1,1,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.nodeOrder_default,8,6,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.nodeOrder_insertion,8,6,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.nodeOrder_natural,9,7,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.nodeOrder_none,5,4,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ElementOrderTest.nodeOrder_sorted,12,10,0,,,,0,,
Class,edu.uci.ics.jung.graph.GraphConstants,12,12,0,0,0,0,0,0,1
Public Generic Interface,edu.uci.ics.jung.graph.MutableCTree,49,10,35,10,4,1,3.5,0,3
TypeVariable,edu.uci.ics.jung.graph.MutableCTree.N,0,0,0,0,0,0,0,0,1
Abstract Method,edu.uci.ics.jung.graph.MutableCTree.addNode,13,1,12,,,,12,,
Abstract Method,edu.uci.ics.jung.graph.MutableCTree.putEdge,12,1,11,,,,11,,
Abstract Method,edu.uci.ics.jung.graph.MutableCTree.removeEdge,7,1,6,,,,6,,
Abstract Method,edu.uci.ics.jung.graph.MutableCTree.removeNode,7,1,6,,,,6,,
Public Generic Interface,edu.uci.ics.jung.graph.MutableCTreeNetwork,49,10,36,12,4,1,3.6,0,3
TypeVariable,edu.uci.ics.jung.graph.MutableCTreeNetwork.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.graph.MutableCTreeNetwork.N,0,0,0,0,0,0,0,0,1
Abstract Method,edu.uci.ics.jung.graph.MutableCTreeNetwork.addEdge,13,1,12,,,,12,,
Abstract Method,edu.uci.ics.jung.graph.MutableCTreeNetwork.addNode,13,1,12,,,,12,,
Abstract Method,edu.uci.ics.jung.graph.MutableCTreeNetwork.removeEdge,7,1,6,,,,6,,
Abstract Method,edu.uci.ics.jung.graph.MutableCTreeNetwork.removeNode,7,1,6,,,,6,,
Public Generic Class,edu.uci.ics.jung.graph.ObservableNetwork,213,156,24,31,31,0,0.15,50,1
TypeVariable,edu.uci.ics.jung.graph.ObservableNetwork.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.graph.ObservableNetwork.N,0,0,0,0,0,0,0,0,1
Public Constructor,edu.uci.ics.jung.graph.ObservableNetwork.ObservableNetwork,8,3,5,,,,1.67,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.addEdge,9,9,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.addGraphEventListener,8,3,5,,,,1.67,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.addNode,9,9,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.adjacentEdges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.adjacentNodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.allowsParallelEdges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.allowsSelfLoops,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.asGraph,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.degree,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.edgeConnecting,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.edgeConnectingOrNull,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.edgeOrder,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.edges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.edgesConnecting,3,3,0,,,,0,,
Protected Method,edu.uci.ics.jung.graph.ObservableNetwork.fireGraphEvent,6,6,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.hasEdgeConnecting,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.inDegree,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.inEdges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.incidentEdges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.incidentNodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.isDirected,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.nodeOrder,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.nodes,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.outDegree,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.outEdges,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.predecessors,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.removeEdge,9,9,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.removeGraphEventListener,8,3,5,,,,1.67,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.removeNode,18,13,4,,,,0.31,,
Public Method,edu.uci.ics.jung.graph.ObservableNetwork.successors,3,3,0,,,,0,,
Public Class,edu.uci.ics.jung.graph.PackageSanityTests,32,27,0,3,3,0,0,66,2
Public Constructor,edu.uci.ics.jung.graph.PackageSanityTests.PackageSanityTests,6,6,0,,,,0,,
Lambda Method,edu.uci.ics.jung.graph.PackageSanityTests.PackageSanityTests.(lambda_expr_1),1,1,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.PackageSanityTests.testEquals,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.graph.PackageSanityTests.testNulls,9,9,0,,,,0,,
Class,edu.uci.ics.jung.graph.TestUtil,65,49,8,7,7,0,0.16,89,1
Private Constructor,edu.uci.ics.jung.graph.TestUtil.TestUtil,1,1,0,,,,0,,
Static Method,edu.uci.ics.jung.graph.TestUtil.assertNodeNotInTreeErrorMessage,4,4,0,,,,0,,
Static Generic Method,edu.uci.ics.jung.graph.TestUtil.assertNodeUNotInTreeErrorMessage,4,4,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.TestUtil.assertNodeUNotInTreeErrorMessage.N,0,0,0,0,0,0,0,0,1
Static Generic Method,edu.uci.ics.jung.graph.TestUtil.assertNodeVAlreadyElementOfTreeErrorMessage,4,4,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.TestUtil.assertNodeVAlreadyElementOfTreeErrorMessage.N,0,0,0,0,0,0,0,0,1
Static Method,edu.uci.ics.jung.graph.TestUtil.assertStronglyEquivalent,7,5,1,,,,0.2,,
Static Method,edu.uci.ics.jung.graph.TestUtil.assertTreeAlreadyHasRootErrorMessage,4,4,0,,,,0,,
Static Generic Method,edu.uci.ics.jung.graph.TestUtil.sanityCheckSet,13,9,4,,,,0.44,,
TypeVariable,edu.uci.ics.jung.graph.TestUtil.sanityCheckSet.T,0,0,0,0,0,0,0,0,1
Public Generic Class,edu.uci.ics.jung.graph.TreeBuilder,70,41,22,7,7,0,0.54,71,1
TypeVariable,edu.uci.ics.jung.graph.TreeBuilder.N,0,0,0,0,0,4,0,0,1
Public Generic Method,edu.uci.ics.jung.graph.TreeBuilder.build,11,10,1,,,,0.1,,
TypeVariable,edu.uci.ics.jung.graph.TreeBuilder.build.N1,0,0,0,0,0,0,0,0,2
Public Static Method,edu.uci.ics.jung.graph.TreeBuilder.builder,4,3,1,,,,0.33,,
Private Generic Method,edu.uci.ics.jung.graph.TreeBuilder.cast,3,3,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.TreeBuilder.cast.N1,0,0,0,0,0,0,0,0,2
Public Method,edu.uci.ics.jung.graph.TreeBuilder.expectedNodeCount,10,5,5,,,,1,,
Public Static Generic Method,edu.uci.ics.jung.graph.TreeBuilder.from,10,3,7,,,,2.33,,
TypeVariable,edu.uci.ics.jung.graph.TreeBuilder.from.N,0,0,0,0,0,0,0,0,1
Public Generic Method,edu.uci.ics.jung.graph.TreeBuilder.nodeOrder,9,5,4,,,,0.8,,
TypeVariable,edu.uci.ics.jung.graph.TreeBuilder.nodeOrder.N1,0,0,0,0,0,0,0,0,2
Public Generic Method,edu.uci.ics.jung.graph.TreeBuilder.withRoot,7,6,1,,,,0.17,,
TypeVariable,edu.uci.ics.jung.graph.TreeBuilder.withRoot.N1,0,0,0,0,0,0,0,0,2
Public Generic Class,edu.uci.ics.jung.graph.TreeNetworkBuilder,80,49,23,8,8,0,0.47,75,1
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.E,0,0,0,0,0,3,0,0,1
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.N,0,0,0,0,0,4,0,0,1
Public Generic Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.build,15,12,3,,,,0.25,,
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.build.E1,0,0,0,0,0,0,0,0,2
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.build.N1,0,0,0,0,0,0,0,0,2
Public Static Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.builder,4,3,1,,,,0.33,,
Private Generic Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.cast,3,3,0,,,,0,,
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.cast.E1,0,0,0,0,0,0,0,0,2
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.cast.N1,0,0,0,0,0,0,0,0,2
Public Generic Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.edgeOrder,6,5,1,,,,0.2,,
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.edgeOrder.E1,0,0,0,0,0,0,0,0,2
Public Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.expectedNodeCount,10,5,5,,,,1,,
Public Static Generic Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.from,11,3,8,,,,2.67,,
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.from.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.from.N,0,0,0,0,0,0,0,0,1
Public Generic Method,edu.uci.ics.jung.graph.TreeNetworkBuilder.nodeOrder,6,5,1,,,,0.2,,
TypeVariable,edu.uci.ics.jung.graph.TreeNetworkBuilder.nodeOrder.N1,0,0,0,0,0,0,0,0,2
